"Fecha","Mes_V","Dia_V","Vendedor","Cliente","Marca","Modelo","Anio","Precio_USD","Porciento_Comision","Comision_USD","Cant_Cuotas","Cuotas_pagadas","Tipo_cliente"
"9/7/2022",9,7,"Ashley Ramos","Daniel Bell","Ford","Altima",2021,16442,0.084761607,1393.65,1,1,0
"10/7/2022",10,7,"Patrick Harris","Brian Hall","Chevrolet","Civic",2022,33209,0.067175248,2230.82,1,1,0
"6/30/2022",6,30,"Eric Lopez","Dr. Jennifer Carter","Honda","F-150",2010,23844,0.128046733,3053.15,1,1,0
"7/23/2022",7,23,"Lisa Larsen","Lance Saunders","Toyota","F-150",2012,39783,0.123316272,4905.89,1,1,0
"2/7/2022",2,7,"Michael Hansen","Scott Miller","Ford","Civic",2022,41253,0.138093093,5696.75,1,1,0
"7/31/2022",7,31,"Madison Hernandez","Dr. Roger Buchanan","Ford","Civic",2018,48897,0.116575624,5700.2,1,1,0
"4/1/2022",4,1,"James Allen","Heather Bryant","Chevrolet","F-150",2010,21917,0.059404094,1301.96,1,1,0
"3/11/2022",3,11,"Richard Richardson","Dennis Foster","Toyota","Silverado",2014,46032,0.052817331,2431.29,1,1,0
"6/18/2022",6,18,"Robert Sparks","Mark Johnson","Toyota","Civic",2021,31604,0.095496098,3018.06,1,1,0
"7/29/2022",7,29,"Andrea Maxwell","Stephanie Williams","Toyota","Altima",2016,35145,0.130215036,4576.41,1,1,0
"7/14/2022",7,14,"Mark Sanders","Jo Smith","Ford","F-150",2021,46882,0.090422891,4239.21,1,1,0
"10/13/2022",10,13,"Melissa Farmer","Omar Snyder","Chevrolet","Civic",2015,10186,0.091085232,927.79,1,1,0
"5/2/2022",5,2,"Brian Valencia","Lori Baldwin","Nissan","Corolla",2014,46200,0.146504129,6768.49,1,1,0
"3/15/2022",3,15,"Patricia Castillo","Teresa Hamilton","Toyota","Altima",2018,48654,0.105972572,5155.99,1,1,0
"10/29/2022",10,29,"Jacqueline Barr","Joseph Holland DDS","Toyota","Silverado",2022,32215,0.141200453,4548.77,1,1,0
"10/10/2022",10,10,"John Newton","Holly Howard","Chevrolet","Corolla",2011,11476,0.050311731,577.38,1,1,0
"11/11/2022",11,11,"Kristen Martinez","Robert Perry","Ford","Altima",2016,43292,0.092266785,3994.41,1,1,0
"12/16/2022",12,16,"Kimberly Maldonado","Hannah Brown","Chevrolet","Civic",2016,30472,0.115036999,3505.41,1,1,0
"12/12/2022",12,12,"Tara Hubbard","Eric Anderson","Toyota","Silverado",2021,39607,0.100422876,3977.45,1,1,0
"11/26/2022",11,26,"Ashley Ramos","Julie Stanley","Chevrolet","Altima",2022,31407,0.128894781,4048.2,1,1,0
"4/10/2022",4,10,"Jacob Bishop","Brendan Singleton MD","Chevrolet","F-150",2013,21033,0.099811476,2099.33,1,1,0
"12/1/2022",12,1,"Michael Walton","Nathan Yang","Toyota","Civic",2015,38766,0.10444745,4049.01,1,1,0
"12/16/2022",12,16,"John Newton","James Cox","Nissan","Silverado",2014,11047,0.108040883,1193.53,1,1,0
"2/18/2022",2,18,"Kristen Martinez","Julie Kelly","Toyota","F-150",2018,46250,0.100636667,4654.45,1,1,0
"7/11/2022",7,11,"Kimberly Maldonado","Zachary Mcdonald","Chevrolet","Civic",2020,35109,0.06212741,2181.23,1,1,0
"9/12/2022",9,12,"Tara Hubbard","Brianna Knight","Chevrolet","F-150",2014,26385,0.1040901,2746.42,1,1,0
"6/8/2022",6,8,"Heather Davidson","Sonya Williams","Chevrolet","Civic",2017,48412,0.120838503,5850.03,1,1,0
"7/31/2022",7,31,"Betty Young","Michael Shelton","Toyota","F-150",2017,31221,0.136595506,4264.65,1,1,0
"12/1/2022",12,1,"Chad Davis","James Stone","Chevrolet","Altima",2011,49625,0.067785568,3363.86,1,1,0
"2/24/2022",2,24,"Lauren Hernandez","Misty Wagner","Toyota","F-150",2017,10493,0.142631136,1496.63,1,1,0
"9/30/2022",9,30,"David Diaz","James Martinez","Toyota","Silverado",2021,44747,0.147829503,6614.93,1,1,0
"12/24/2022",12,24,"Brian Moran","Sherry Stewart","Honda","Civic",2016,48488,0.058161615,2820.14,1,1,0
"4/10/2022",4,10,"Amanda Butler","George Burke","Honda","F-150",2019,14576,0.11684825,1703.18,1,1,0
"1/5/2022",1,5,"Jacob Bishop","Paul Walker","Toyota","Silverado",2022,31217,0.149164198,4656.46,1,1,0
"4/26/2022",4,26,"Brian Valencia","Dr. Dustin Lawrence","Ford","Silverado",2015,46348,0.13684441,6342.46,1,1,0
"5/21/2022",5,21,"Patricia Castillo","James Fuentes PhD","Chevrolet","Silverado",2019,29996,0.096028007,2880.46,1,1,0
"12/11/2022",12,11,"Jacqueline Barr","Jason Klein","Ford","Altima",2013,19841,0.050780986,1007.55,1,1,0
"10/5/2022",10,5,"John Newton","Kristine Davis","Nissan","Civic",2017,31808,0.081046637,2577.93,1,1,0
"11/6/2022",11,6,"Kristen Martinez","Hunter Todd","Honda","Civic",2021,19811,0.067622902,1339.68,1,1,0
"9/6/2022",9,6,"Kimberly Maldonado","Jason Mack","Ford","F-150",2010,23633,0.103984785,2457.47,1,1,0
"9/7/2022",9,7,"Tara Hubbard","Mary Reed","Toyota","Silverado",2015,24562,0.068782744,1689.44,1,1,0
"1/17/2022",1,17,"Ashley Ramos","Theresa Gibbs","Honda","F-150",2017,34034,0.137908645,4693.58,1,1,0
"2/27/2022",2,27,"Jacob Bishop","Samantha Hampton","Chevrolet","Altima",2022,32477,0.059000127,1916.15,1,1,0
"8/19/2022",8,19,"Michael Walton","Jose Fuller","Ford","Corolla",2012,38274,0.13161265,5037.34,1,1,0
"4/22/2022",4,22,"John Newton","James Yoder","Toyota","Silverado",2019,20929,0.084198548,1762.19,1,1,0
"6/2/2022",6,2,"Kristen Martinez","Frederick Rice","Honda","F-150",2015,13973,0.071130596,993.91,1,1,0
"7/8/2022",7,8,"Kimberly Maldonado","Andrew Campbell","Toyota","Silverado",2018,21167,0.056635828,1198.81,1,1,0
"9/18/2022",9,18,"Tara Hubbard","Kathy Price","Toyota","Altima",2015,20107,0.111674724,2245.44,1,1,0
"9/12/2022",9,12,"Heather Davidson","Cheryl Jensen","Chevrolet","Civic",2011,19471,0.123384423,2402.42,1,1,0
"6/30/2022",6,30,"Betty Young","Megan Peterson","Chevrolet","F-150",2017,28062,0.135832919,3811.74,1,1,0
"4/3/2022",4,3,"Chad Davis","Eric Lawrence Jr.","Honda","Civic",2022,21301,0.053336565,1136.12,1,1,0
"7/23/2022",7,23,"Lauren Hernandez","Bryan Hansen","Chevrolet","F-150",2020,38328,0.071817758,2752.63,1,1,0
"6/21/2022",6,21,"David Diaz","Hannah Roach","Nissan","Civic",2013,35183,0.065415568,2301.52,1,1,0
"4/11/2022",4,11,"Brian Moran","Sherry Dixon","Honda","Silverado",2019,48190,0.125735758,6059.21,1,1,0
"1/26/2022",1,26,"Amanda Butler","Heather Salinas","Honda","Silverado",2016,20154,0.069222049,1395.1,1,1,0
"11/18/2022",11,18,"Jacob Bishop","Linda Parker","Nissan","Corolla",2011,24953,0.104874194,2616.93,1,1,0
"9/16/2022",9,16,"Jacqueline Barr","Kelli Brown","Nissan","F-150",2015,42414,0.127581069,5411.22,1,1,0
"3/3/2022",3,3,"John Newton","Candice Rodriguez","Toyota","F-150",2010,48648,0.136603945,6645.51,1,1,0
"6/15/2022",6,15,"Kristen Martinez","Susan Chapman","Chevrolet","Altima",2014,39335,0.089459821,3518.9,1,1,0
"2/20/2022",2,20,"Kimberly Maldonado","Sandra Hopkins","Ford","Corolla",2014,21119,0.083031018,1753.53,1,1,0
"5/25/2022",5,25,"Tara Hubbard","Denise Trevino","Ford","F-150",2015,29837,0.052128645,1555.36,1,1,0
"4/23/2022",4,23,"Ashley Ramos","Jerry Santana","Nissan","Civic",2011,30080,0.098835434,2972.97,1,1,0
"4/19/2022",4,19,"Patrick Harris","Tina Miranda","Nissan","Civic",2015,25856,0.066763064,1726.23,1,1,0
"9/23/2022",9,23,"Jacob Bishop","Jane Davis","Ford","Civic",2019,25269,0.096116083,2428.76,1,1,0
"7/9/2022",7,9,"Michael Walton","Micheal Stevens","Honda","F-150",2012,33206,0.0615421,2043.57,1,1,0
"9/17/2022",9,17,"John Newton","Emily Lewis","Nissan","Silverado",2022,19176,0.126458182,2424.96,1,1,0
"10/4/2022",10,4,"Kristen Martinez","Leah White","Chevrolet","Corolla",2010,16312,0.058888715,960.59,1,1,0
"1/31/2022",1,31,"Kimberly Maldonado","Nicole Rodriguez","Nissan","Civic",2010,49295,0.054465,2684.85,6,5,1
"12/29/2022",12,29,"Tara Hubbard","Randy Johnson Jr.","Ford","Altima",2017,23221,0.056420919,1310.15,1,1,0
"10/9/2022",10,9,"Heather Davidson","Kimberly Barber","Ford","Corolla",2022,45066,0.115557087,5207.7,1,1,0
"9/28/2022",9,28,"Betty Young","John Maddox","Nissan","F-150",2012,33079,0.125041684,4136.25,1,1,0
"2/23/2022",2,23,"Chad Davis","Kristen Hall","Chevrolet","F-150",2015,28896,0.076082717,2198.49,1,1,0
"9/15/2022",9,15,"Lauren Hernandez","Joseph Glover","Honda","Civic",2019,15314,0.142494861,2182.17,1,1,0
"12/17/2022",12,17,"David Diaz","John Jackson","Chevrolet","Silverado",2021,17293,0.080931936,1399.56,1,1,0
"6/2/2022",6,2,"Brian Moran","Aimee Brown","Nissan","Corolla",2020,26690,0.051902683,1385.28,1,1,0
"5/8/2022",5,8,"Amanda Butler","Katherine Levy","Toyota","Silverado",2012,30171,0.120451371,3634.14,1,1,0
"8/2/2022",8,2,"Jacob Bishop","Matthew Taylor","Honda","Civic",2013,33698,0.148967374,5019.9,1,1,0
"1/27/2022",1,27,"Brian Valencia","Lisa Marshall","Ford","Civic",2011,20170,0.116036924,2340.46,1,1,0
"4/12/2022",4,12,"Patricia Castillo","Lisa Hall","Toyota","F-150",2014,42760,0.147076387,6288.99,1,1,0
"2/15/2022",2,15,"Jacqueline Barr","Connor White","Ford","Altima",2020,25497,0.088998475,2269.19,1,1,0
"4/24/2022",4,24,"John Newton","Mrs. Holly Allison","Chevrolet","Silverado",2013,36056,0.142695944,5145.04,1,1,0
"12/18/2022",12,18,"Kristen Martinez","Sergio Johnson","Toyota","Silverado",2020,49710,0.128431002,6384.31,1,1,0
"3/26/2022",3,26,"Kimberly Maldonado","Erin Sullivan","Nissan","Corolla",2021,44351,0.127352042,5648.19,1,1,0
"2/18/2022",2,18,"Jacob Bishop","Johnny Andersen","Nissan","Silverado",2015,26833,0.131267123,3522.29,1,1,0
"6/12/2022",6,12,"Michael Walton","James Jones","Chevrolet","Silverado",2020,42369,0.082897167,3512.27,1,1,0
"6/28/2022",6,28,"John Newton","Calvin Rodriguez","Nissan","Altima",2022,20776,0.086340775,1793.82,1,1,0
"3/1/2022",3,1,"Kristen Martinez","David Wheeler","Chevrolet","Silverado",2011,39917,0.116673051,4657.24,1,1,0
"12/3/2022",12,3,"Kimberly Maldonado","Maria Lopez","Honda","Altima",2010,26309,0.07463372,1963.54,1,1,0
"9/15/2022",9,15,"Tara Hubbard","Michelle Long","Toyota","F-150",2016,44329,0.094286252,4179.62,1,1,0
"7/16/2022",7,16,"Heather Davidson","Michele Simmons","Ford","F-150",2020,49596,0.106846933,5299.18,1,1,0
"8/14/2022",8,14,"Betty Young","Kenneth Jacobs","Ford","Corolla",2019,35136,0.092223868,3240.38,1,1,0
"9/28/2022",9,28,"Chad Davis","Rose Nelson","Chevrolet","Silverado",2021,22497,0.064726822,1456.16,1,1,0
"1/12/2022",1,12,"Lauren Hernandez","Sharon Rasmussen","Honda","Civic",2015,14180,0.108396787,1537.07,1,1,0
"8/16/2022",8,16,"David Diaz","Casey Jones","Toyota","Civic",2018,28871,0.083202248,2402.13,1,1,0
"8/22/2022",8,22,"Brian Moran","Steven Walters","Chevrolet","F-150",2010,20202,0.141577765,2860.15,1,1,0
"4/19/2022",4,19,"Amanda Butler","Clarence Ramirez","Chevrolet","F-150",2015,39499,0.137389423,5426.74,1,1,0
"2/3/2022",2,3,"Jacob Bishop","Matthew Williams","Chevrolet","Civic",2021,16079,0.106356222,1710.1,1,1,0
"2/21/2022",2,21,"Brian Valencia","Christopher Cook","Chevrolet","Altima",2011,10336,0.122318652,1264.29,1,1,0
"6/10/2022",6,10,"Patricia Castillo","Tyrone Miller","Chevrolet","Civic",2013,37116,0.073816519,2739.77,1,1,0
"6/10/2022",6,10,"Jacqueline Barr","Adam Smith","Toyota","Civic",2013,49992,0.089107576,4454.67,1,1,0
"10/4/2022",10,4,"John Newton","Deborah Jones","Ford","Altima",2012,28323,0.137859612,3904.6,1,1,0
"11/16/2022",11,16,"Kristen Martinez","Kathryn Kemp","Toyota","Civic",2018,49872,0.081735238,4076.3,1,1,0
"9/21/2022",9,21,"Kimberly Maldonado","Jonathan Villa","Toyota","Civic",2019,25195,0.080060237,2017.12,1,1,0
"4/19/2022",4,19,"Tara Hubbard","Anna Jacobson","Nissan","Corolla",2021,29407,0.099826426,2935.6,1,1,0
"9/29/2022",9,29,"Ashley Ramos","David Hernandez","Nissan","Corolla",2013,21521,0.118862082,2558.03,1,1,0
"8/24/2022",8,24,"Patrick Harris","Duane Larson","Toyota","F-150",2017,37061,0.144059258,5338.98,1,1,0
"4/27/2022",4,27,"Eric Lopez","Ricardo Parker","Toyota","Civic",2018,42299,0.05995802,2536.16,1,1,0
"1/4/2022",1,4,"Jordan Cooper","Michael Sanchez","Honda","Silverado",2013,20385,0.094672232,1929.89,1,1,0
"4/20/2022",4,20,"Madison Johnson","Kathryn Cox","Chevrolet","Civic",2019,28375,0.104105593,2954,1,1,0
"1/1/2022",1,1,"Anna Lee","Derrick Carr","Chevrolet","Corolla",2013,40499,0.097147546,3934.38,1,1,0
"12/10/2022",12,10,"Brandi Matthews","Mary Anderson","Chevrolet","Silverado",2017,21445,0.096727882,2074.33,1,1,0
"9/7/2022",9,7,"Richard Richardson","Gail Aguilar","Nissan","Corolla",2013,37194,0.07319362,2722.36,1,1,0
"6/4/2022",6,4,"Robert Sparks","Jonathon Wagner","Ford","Civic",2022,28876,0.105158192,3036.55,1,1,0
"1/16/2022",1,16,"Andrea Maxwell","Kelly Hayes","Ford","F-150",2020,15993,0.076894907,1229.78,1,1,0
"6/29/2022",6,29,"Mark Sanders","Eugene Miller","Honda","Silverado",2016,23752,0.086389983,2051.93,1,1,0
"10/18/2022",10,18,"Melissa Farmer","Beth Wheeler","Ford","Corolla",2020,49386,0.138967318,6863.04,1,1,0
"1/25/2022",1,25,"Brian Valencia","Emily Cook","Ford","Silverado",2016,37971,0.115929684,4401.97,1,1,0
"10/13/2022",10,13,"Patricia Castillo","James Perry","Honda","F-150",2021,27841,0.060797382,1692.66,1,1,0
"4/19/2022",4,19,"Jacqueline Barr","Jill Bryant","Honda","Silverado",2014,14986,0.057131977,856.18,1,1,0
"1/3/2022",1,3,"John Newton","Kelly Santiago","Chevrolet","Corolla",2012,26546,0.111796916,2967.76,1,1,0
"8/4/2022",8,4,"Kristen Martinez","Joshua Harper","Toyota","Altima",2019,38733,0.058765072,2276.15,1,1,0
"11/17/2022",11,17,"Kimberly Maldonado","Lauren Hughes","Nissan","Corolla",2015,45854,0.098992342,4539.19,1,1,0
"6/18/2022",6,18,"Tara Hubbard","Lisa Williams","Toyota","F-150",2012,49283,0.06505574,3206.14,1,1,0
"4/13/2022",4,13,"Ashley Ramos","Summer Mitchell","Chevrolet","F-150",2017,28014,0.141953112,3976.67,1,1,0
"10/13/2022",10,13,"Patrick Harris","Natasha Haas","Toyota","Civic",2019,39211,0.145864789,5719.5,1,1,0
"12/28/2022",12,28,"Eric Lopez","Roberto Brown","Chevrolet","Altima",2019,34601,0.143095719,4951.25,1,1,0
"3/20/2022",3,20,"Carla Fox","Brandy Fuentes","Chevrolet","Altima",2019,35630,0.108846352,3878.2,1,1,0
"10/6/2022",10,6,"Richard Richardson","Alan Combs","Toyota","F-150",2011,43206,0.127521897,5509.71,1,1,0
"4/23/2022",4,23,"Robert Sparks","Carla Kelly","Honda","Altima",2012,21747,0.077508581,1685.58,1,1,0
"4/6/2022",4,6,"Andrea Maxwell","Lauren Dalton","Toyota","Civic",2010,22449,0.118994008,2671.3,1,1,0
"12/20/2022",12,20,"Mark Sanders","Catherine Fuller","Nissan","Civic",2010,30493,0.064810558,1976.27,1,1,0
"8/11/2022",8,11,"Melissa Farmer","Erika Hughes","Ford","F-150",2012,39026,0.146647444,5723.06,1,1,0
"9/25/2022",9,25,"Brian Valencia","Randy Jordan","Toyota","Civic",2014,42225,0.090449793,3819.24,1,1,0
"12/12/2022",12,12,"Patricia Castillo","Anna Holmes","Chevrolet","Silverado",2022,20752,0.102094962,2118.67,1,1,0
"3/1/2022",3,1,"Jacqueline Barr","Mr. Thomas Jacobs","Nissan","F-150",2017,33305,0.050025068,1666.08,1,1,0
"10/29/2022",10,29,"John Newton","Shawna Holloway","Toyota","Civic",2022,26607,0.141330431,3760.38,1,1,0
"11/5/2022",11,5,"Kristen Martinez","Terry Hudson","Nissan","Civic",2014,37671,0.103541935,3900.53,1,1,0
"10/8/2022",10,8,"Kimberly Maldonado","David Morales","Ford","Silverado",2019,17104,0.112613894,1926.15,1,1,0
"5/12/2022",5,12,"Tara Hubbard","Nathan Adams","Ford","Silverado",2021,12730,0.115536901,1470.78,1,1,0
"8/13/2022",8,13,"Ashley Ramos","David Alvarez","Ford","F-150",2020,25451,0.051552613,1312.07,1,1,0
"9/12/2022",9,12,"Patrick Harris","Brandon Wood","Nissan","Altima",2014,35549,0.06185595,2198.92,1,1,0
"8/10/2022",8,10,"Eric Lopez","Gerald Roberts","Toyota","Corolla",2016,42297,0.071474271,3023.15,1,1,0
"4/11/2022",4,11,"Veronica Jones","Jason Rodriguez","Nissan","Civic",2013,37594,0.115816704,4354.01,1,1,0
"7/24/2022",7,24,"Michelle Nguyen","Jordan Lloyd","Chevrolet","Civic",2019,17869,0.070498005,1259.73,1,1,0
"3/23/2022",3,23,"Pamela Lopez","Gary Holmes","Honda","F-150",2020,48719,0.087478163,4261.85,1,1,0
"3/24/2022",3,24,"Jacob Bishop","Rose Brooks","Chevrolet","Silverado",2015,25493,0.099273523,2530.78,1,1,0
"7/13/2022",7,13,"Michael Walton","David James","Honda","Corolla",2022,33521,0.07827029,2623.7,1,1,0
"5/21/2022",5,21,"John Newton","Anthony Gilbert","Honda","Altima",2010,32012,0.111588455,3572.17,1,1,0
"5/20/2022",5,20,"Kristen Martinez","Matthew Graham","Toyota","Silverado",2010,28596,0.071711557,2050.66,1,1,0
"7/9/2022",7,9,"Kimberly Maldonado","Kirk Brooks","Nissan","Civic",2010,20154,0.094136198,1897.22,1,1,0
"8/18/2022",8,18,"Tara Hubbard","Alex Knapp","Toyota","Silverado",2015,17187,0.130031265,2234.85,1,1,0
"1/13/2022",1,13,"Heather Davidson","Tammy Gonzalez DDS","Ford","Civic",2021,28250,0.097721706,2760.64,1,1,0
"1/8/2022",1,8,"Betty Young","Rachel Hicks","Toyota","Silverado",2019,37717,0.070828525,2671.44,1,1,0
"8/14/2022",8,14,"Chad Davis","George Torres","Nissan","Civic",2012,34246,0.114331857,3915.41,1,1,0
"6/16/2022",6,16,"Lauren Hernandez","Amanda Dunlap","Chevrolet","Altima",2013,19532,0.086997016,1699.23,1,1,0
"1/14/2022",1,14,"David Diaz","Brittany Stone","Nissan","Corolla",2017,28668,0.135071225,3872.22,1,1,0
"2/12/2022",2,12,"Brian Moran","Sylvia Cordova","Nissan","Silverado",2013,27458,0.056853439,1561.08,1,1,0
"1/21/2022",1,21,"Amanda Butler","Patricia Gonzalez","Toyota","Civic",2015,34632,0.127549985,4417.31,1,1,0
"6/13/2022",6,13,"Jacob Bishop","Deborah Patterson","Chevrolet","Civic",2022,26793,0.051617963,1383,1,1,0
"7/30/2022",7,30,"Patrick Harris","Jackie Rivera","Honda","Corolla",2013,28472,0.078071807,2222.86,1,1,0
"3/29/2022",3,29,"Eric Lopez","Denise Daniel","Ford","Civic",2014,19870,0.101073876,2008.34,1,1,0
"12/5/2022",12,5,"Nicholas Huber","Ashley Delgado","Honda","Silverado",2022,18553,0.144825505,2686.95,1,1,0
"4/28/2022",4,28,"Michelle Ashley","Christopher Valenzuela","Toyota","Corolla",2018,48453,0.129974505,6297.65,1,1,0
"11/8/2022",11,8,"Charles Greer","Alexandra Meza","Toyota","Corolla",2010,19384,0.126778319,2457.47,1,1,0
"3/17/2022",3,17,"Jennifer Chambers","Tracy Chandler","Toyota","Altima",2012,22986,0.074556051,1713.75,1,1,0
"8/15/2022",8,15,"Jacob Bishop","Jeff Johnson","Toyota","Altima",2015,35357,0.07311787,2585.23,1,1,0
"1/31/2022",1,31,"Michael Walton","Stephanie Mendoza","Honda","Civic",2022,13292,0.107409643,1427.69,1,1,0
"6/7/2022",6,7,"John Newton","Marissa Riddle","Ford","Corolla",2019,36388,0.062697759,2281.45,1,1,0
"3/2/2022",3,2,"Kristen Martinez","Jeremy Powell","Toyota","Silverado",2021,32234,0.060982619,1965.71,1,1,0
"8/1/2022",8,1,"Kimberly Maldonado","Diamond King","Honda","F-150",2012,17804,0.147743887,2630.43,1,1,0
"4/30/2022",4,30,"Tara Hubbard","Seth Davies","Chevrolet","Civic",2019,10577,0.114960918,1215.94,1,1,0
"6/20/2022",6,20,"Heather Davidson","Cameron Yoder","Honda","Civic",2016,48325,0.08723176,4215.47,1,1,0
"1/30/2022",1,30,"Betty Young","Rachel Hudson","Toyota","Silverado",2011,37069,0.113357907,4202.06,1,1,0
"4/28/2022",4,28,"Chad Davis","Sheila Horn","Nissan","Silverado",2013,11324,0.064018275,724.94,1,1,0
"5/3/2022",5,3,"Lauren Hernandez","Mrs. Samantha Brooks","Honda","Civic",2014,20623,0.10611603,2188.43,1,1,0
"10/3/2022",10,3,"David Diaz","Jaime Gallagher","Nissan","Altima",2017,13429,0.068201884,915.88,1,1,0
"7/11/2022",7,11,"Brian Moran","Helen Ball","Chevrolet","Corolla",2016,39203,0.072359166,2836.7,1,1,0
"5/15/2022",5,15,"Amanda Butler","Mark Jones","Chevrolet","Altima",2015,11849,0.056311402,667.23,1,1,0
"11/25/2022",11,25,"Jacob Bishop","Allison Grant","Honda","F-150",2022,38130,0.116456882,4440.5,1,1,0
"1/14/2022",1,14,"Kristen Martinez","Donna Kemp","Toyota","F-150",2022,13936,0.07172896,999.61,1,1,0
"1/29/2022",1,29,"Kimberly Maldonado","Philip Keller","Chevrolet","Corolla",2015,39350,0.067480173,2655.34,1,1,0
"11/17/2022",11,17,"Tara Hubbard","Kevin Frye","Chevrolet","Corolla",2019,10980,0.148707868,1632.81,1,1,0
"3/5/2022",3,5,"Heather Davidson","Christine Anderson","Ford","Altima",2022,18366,0.10068016,1849.09,1,1,0
"7/17/2022",7,17,"Betty Young","Kelsey Miller","Toyota","Altima",2012,17763,0.129147193,2294.04,1,1,0
"3/20/2022",3,20,"Chad Davis","Bethany Guerra","Ford","F-150",2016,16722,0.076911334,1286.11,1,1,0
"1/10/2022",1,10,"Lauren Hernandez","Mark Montgomery","Honda","Corolla",2019,20606,0.083991306,1730.72,1,1,0
"12/21/2022",12,21,"David Diaz","Jordan Howard","Chevrolet","Civic",2015,32571,0.140886024,4588.8,1,1,0
"5/22/2022",5,22,"Brian Moran","Patricia Vega DVM","Ford","Civic",2014,43355,0.141624954,6140.15,1,1,0
"1/21/2022",1,21,"Amanda Butler","Jeff Dixon","Nissan","Silverado",2013,46528,0.128562977,5981.78,1,1,0
"5/2/2022",5,2,"Jacob Bishop","William Cox","Toyota","F-150",2015,22848,0.068694093,1569.52,1,1,0
"2/24/2022",2,24,"Michael Walton","James Reed","Honda","F-150",2020,40887,0.056740081,2319.93,1,1,0
"3/28/2022",3,28,"John Newton","Paul Sloan","Ford","Altima",2022,15697,0.144259375,2264.44,1,1,0
"7/28/2022",7,28,"Kristen Martinez","Michele Green MD","Ford","Silverado",2013,43373,0.129426351,5613.61,1,1,0
"11/1/2022",11,1,"Kimberly Maldonado","Lauren Ray","Ford","Silverado",2017,32195,0.073166287,2355.59,1,1,0
"12/17/2022",12,17,"Tara Hubbard","Sarah Johnston","Ford","F-150",2021,29315,0.091511333,2682.65,1,1,0
"5/16/2022",5,16,"Heather Davidson","Gabriel Adams","Nissan","Corolla",2015,43368,0.138249557,5995.61,1,1,0
"5/13/2022",5,13,"Betty Young","Wendy Burton","Nissan","Altima",2018,44174,0.141352145,6244.09,1,1,0
"7/30/2022",7,30,"Chad Davis","Michael Shaw","Nissan","Altima",2017,22615,0.071755804,1622.76,1,1,0
"1/5/2022",1,5,"Lauren Hernandez","Ernest Farley","Toyota","Corolla",2022,47453,0.06524645,3096.14,1,1,0
"4/28/2022",4,28,"David Diaz","Mikayla Davila","Ford","Corolla",2015,32444,0.12400743,4023.3,1,1,0
"6/18/2022",6,18,"Brian Moran","Jared Elliott","Chevrolet","Altima",2021,14594,0.128293591,1872.32,1,1,0
"3/30/2022",3,30,"Amanda Butler","Susan Norris","Chevrolet","Silverado",2013,36970,0.149338402,5521.04,1,1,0
"4/15/2022",4,15,"Jacob Bishop","Brooke Brown","Honda","F-150",2012,15472,0.139514594,2158.57,1,1,0
"6/18/2022",6,18,"Michael Walton","Tara Johnson DVM","Ford","Corolla",2020,21424,0.083447119,1787.77,1,1,0
"12/18/2022",12,18,"John Newton","Amanda Adams","Nissan","Silverado",2022,45811,0.1412937,6472.81,1,1,0
